"id","business_name","status","address_id","version","created_date","modified_date","created_by","modified_by","reference","blocked","image_id","online_ordering_allowed","delivery_allowed","promo_code","message","timezone","delivery_type","doordash_allowed","pickup_instructions","announcement","business_name_without_spaces","menu_categories","delivery_only","money_flow","fee_categories","type","fulfillment_options","restaurant_categories","website_url","position","location_position","group_id","nash_allowed","tax_rates","lead_gen_one","lead_gen_two","delivery_order_time_windows","enable_menu_search","shipday_enabled"
4239,"Hot Chicken Takeover - North Market","ACCEPTED","5100",13,"2025-07-03 13:32:00.646+00","2026-02-20 23:26:55.855+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","ca62b9de-0ee9-4f8d-b3b9-dcfad021831b",True,"13464",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"hotchickentakeovernorthmarket","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,16,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4240,"Hot Chicken Takeover - Westerville","ACCEPTED","5101",11,"2025-07-03 13:35:02.176+00","2026-02-20 23:33:55.285+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","00019f07-5bd6-4403-855e-3faabac7f747",True,"13466",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"hotchickentakeoverwesterville","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,17,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4241,"Hot Chicken Takeover - Gahanna","ACCEPTED","5102",9,"2025-07-03 13:37:18.419+00","2026-02-20 23:29:19.997+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","5dd6626c-efda-4511-b857-c79dd6468bb7",True,"13469",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"hotchickentakeovergahanna","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,18,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4242,"Wing It On! - Lombard","ACCEPTED","5103",16,"2025-07-03 13:39:57.275+00","2026-02-20 23:27:12.399+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","d9af81ad-12fe-41c1-9741-8d0163657d5d",True,"13472",False,True,NULL,NULL,"America/Chicago","OWN_DELIVERY",NULL,NULL,NULL,"wingitonlombard","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,25,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 11,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4244,"The Budlong Southern Chicken - Oak Brook","ACCEPTED","5115",13,"2025-07-03 14:21:42.23+00","2026-02-20 23:41:05.821+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","4aa2b592-e84c-4f07-bbcb-a964846ed624",True,"13473",False,True,NULL,NULL,"America/Chicago","OWN_DELIVERY",NULL,"Food Court Unit 539",NULL,"thebudlongsouthernchickenoakbrook","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,20,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 7.5,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4245,"The Budlong Southern Chicken - Hayden Hall","ACCEPTED","5116",10,"2025-07-03 15:55:30.589+00","2026-02-06 20:35:32.862+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","688c0c44-3d6e-46bd-9ee4-d3ef2129230c",True,"13475",True,True,NULL,NULL,"America/Chicago","OWN_DELIVERY",NULL,NULL,NULL,"thebudlongsouthernchickenhaydenhall","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,21,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 11.75,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4246,"The Budlong Southern Chicken - Lincoln Park","ACCEPTED","5117",12,"2025-07-03 15:58:46.411+00","2026-02-20 23:29:52.22+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","c90ed7c9-712a-4b6d-a800-84a127086146",True,"13477",False,True,NULL,NULL,"America/Chicago","OWN_DELIVERY",NULL,NULL,NULL,"thebudlongsouthernchickenlincolnpark","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,22,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 11.75,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4247,"The Budlong Southern Chicken - Lincoln Square","ACCEPTED","5118",11,"2025-07-03 18:19:19.483+00","2026-02-20 23:28:07.864+00","gkeown@craveworthybrands.com","gkeown@craveworthybrands.com","6c36a136-50e7-44c3-9246-db76e49467cf",True,"13479",False,True,NULL,NULL,"America/Chicago","OWN_DELIVERY",NULL,NULL,NULL,"thebudlongsouthernchickenlincolnsquare","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""PICKUP"", ""DELIVERY"" ]","[ ""HOLIDAY"", ""EVENT"", ""OFFICE"", ""SUBSCRIPTIONS"" ]",NULL,NULL,23,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 10.75,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4248,"Tallio's","ACCEPTED","5119",7,"2025-07-06 04:38:41.189+00","2025-07-21 02:06:34.246+00","tallios.coffee.tea@gmail.com","tallios.coffee.tea@gmail.com","d0cea6fd-3542-48eb-907e-0fcc2bca9353",False,"13587",False,True,"40b68ce347d13e5fd8147175cce9ecd",NULL,"America/Los_Angeles","OWN_DELIVERY",NULL,NULL,NULL,"tallios",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""POP_UP"", ""EXCLUSIVES"", ""SUBSCRIPTIONS"", ""PRIVATE_CHEF"", ""OFFICE"", ""WHOLESALE"", ""EVENT"", ""MEAL_PREP"", ""HOLIDAY"" ]",NULL,NULL,0,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",NULL,NULL,"exact",False,False
4249,"Tal Bagels","ACCEPTED","5120",4,"2025-07-07 16:36:18.776+00","2025-07-07 23:00:44.985+00","talbagels977@gmail.com","talbagels977@gmail.com","25d2cbe9-5a49-4ba4-82fb-77b06ba90359",False,"13581",False,True,"d9ab18817d957dcae03c4a84e29fd212",NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"talbagels",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""SUBSCRIPTIONS"", ""POP_UP"", ""EXCLUSIVES"", ""PRIVATE_CHEF"", ""OFFICE"", ""WHOLESALE"", ""MEAL_PREP"", ""EVENT"", ""HOLIDAY"" ]",NULL,NULL,0,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4251,"Rokstar Chicken - Douglaston","ACCEPTED","5123",7,"2025-07-08 15:17:15.203+00","2025-12-15 16:50:22.315+00","mark@rokstarchicken.com","mark@rokstarchicken.com","b5f529d7-1c42-4f98-98e0-6a2a6edadc91",False,"13583",True,True,"bb393d7d5ba135aaab1f5759eeae6a9",NULL,"America/New_York","OWN_DELIVERY",NULL,"Located inside Food Bazaar - Aisle 2B",NULL,"rokstarchicken",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""SUBSCRIPTIONS"", ""POP_UP"", ""EXCLUSIVES"", ""PRIVATE_CHEF"", ""OFFICE"", ""WHOLESALE"", ""MEAL_PREP"", ""EVENT"", ""HOLIDAY"" ]",NULL,NULL,0,"105",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4252,"Francesca Catering - Glen Rock - NEW","ACCEPTED","5125",14,"2025-07-08 19:52:15.965+00","2025-12-20 21:53:14.309+00","matthew@familymeal.com","francescaglenrock@gmail.com","35517041-ee5a-4209-9c45-033bec370472",False,"13585",False,True,"a24b6a31217c44fd1d5644aee46d1aa",NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,"*We offer a 10-mile delivery radius* I Christmas Eve orders are served cold with heating instructions","francescacatering-glenrock-new",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""OFFICE"", ""EVENT"" ]",NULL,NULL,0,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 6.625,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""DELIVERY"", ""PICKUP"" ]
  }
}",15,3,"exact",False,False
4253,"Taim Corporate","PENDING","5126",11,"2025-07-09 16:12:16.099+00","2026-02-06 20:34:25.675+00","gkeown@craveworthybrands.com","peter@familymeal.com","48e0dcac-bf3c-49db-9b59-21f8ed6f8524",True,NULL,False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"copytaim-cityspire","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""SUBSCRIPTIONS"", ""OFFICE"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,0,"96",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4254,"Chef Kenneth Clay ","ACCEPTED","5127",9,"2025-07-09 19:31:55.837+00","2025-12-15 21:26:27.862+00","chefkennethclay@gmail.com","chefkennethclay@gmail.com","776d00e0-a826-4cbd-a29f-1eab52a62245",False,"14567",False,True,"1affa5546b221576398cd9b2de57ca9",NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,"","chefkennethclay",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""SUBSCRIPTIONS"", ""POP_UP"", ""EXCLUSIVES"", ""PRIVATE_CHEF"", ""OFFICE"", ""WHOLESALE"", ""MEAL_PREP"", ""EVENT"", ""HOLIDAY"" ]",NULL,NULL,0,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 10,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4255,"Sweet Chick Williamsburg Brooklyn","ACCEPTED","5128",4,"2025-07-09 23:16:31.53+00","2025-07-09 23:23:35.557+00","kealoha+5@familymeal.com","kealoha+5@familymeal.com","44da53da-558f-4488-9339-7bec12d62969",False,"13635",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"sweetchickwilliamsburgbrooklyn","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""SUBSCRIPTIONS"", ""OFFICE"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,1,"103",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4256,"Sweet Chick Lower East Side","ACCEPTED","5129",4,"2025-07-09 23:23:35.216+00","2025-07-09 23:25:52.064+00","kealoha+5@familymeal.com","kealoha+5@familymeal.com","9092e66f-7663-46e1-b4cd-066a71f2aed1",False,"13661",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"sweetchicklowereastside","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""SUBSCRIPTIONS"", ""OFFICE"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,2,"103",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4257,"Sweet Chick Prospect Heights Brooklyn","ACCEPTED","5130",5,"2025-07-09 23:25:51.772+00","2025-07-09 23:27:31.459+00","kealoha+5@familymeal.com","kealoha+5@familymeal.com","0429055e-1615-4398-b586-1a7d72259eac",False,"13687",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"sweetchickprospectheightsbrooklyn","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""SUBSCRIPTIONS"", ""OFFICE"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,3,"103",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4258,"Sweet Chick LIC","ACCEPTED","5131",4,"2025-07-09 23:27:31.161+00","2025-07-10 18:47:06.301+00","kealoha+5@familymeal.com","peter@familymeal.com","449f0f26-8158-4e44-8e03-9511ba631ab6",False,"13713",False,True,NULL,NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,NULL,"sweetchicklic","[ {
  ""menuCategoriesType"" : ""MEAL_PACKAGES"",
  ""displayMenuCategoriesName"" : ""Menu (1)""
}, {
  ""menuCategoriesType"" : ""SUBSCRIPTIONS"",
  ""displayMenuCategoriesName"" : ""Subscriptions""
}, {
  ""menuCategoriesType"" : ""CLASSICS"",
  ""displayMenuCategoriesName"" : ""Menu (2)""
} ]",NULL,"DIRECT","[ {
  ""feeType"" : ""SERVICE_CHARGE"",
  ""displayFeeCategoriesName"" : ""Service charge""
} ]","ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""HOLIDAY"", ""SUBSCRIPTIONS"", ""OFFICE"", ""EVENT"", ""EXCLUSIVES"" ]",NULL,NULL,4,"103",True,"{
  ""stateSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",0,0,"exact",False,False
4259,"Brown Bag Sandwich Co","ACCEPTED","5132",8,"2025-07-10 01:59:07.173+00","2025-08-06 19:45:30.992+00","gilli@brownbagny.com","kealoha@familymeal.com","567a57eb-17b1-433c-bb46-48d7e373163e",False,"13715",True,True,"e9784a36a919a3dfee1cc333532d30",NULL,"America/New_York","OWN_DELIVERY",NULL,"","All sandwiches will come wrapped and labeled. Utensils and napkins included.","brownbagsandwichco",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""MEAL_PREP"", ""OFFICE"", ""EXCLUSIVES"", ""POP_UP"", ""EVENT"", ""SUBSCRIPTIONS"", ""PRIVATE_CHEF"", ""WHOLESALE"", ""HOLIDAY"" ]",NULL,NULL,0,"104",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",0,0,"exact",False,False
4260,"Mr. M's Sandwich Shop","ACCEPTED","5133",9,"2025-07-10 14:59:47.136+00","2025-10-24 18:17:50.729+00","admin@brandedgoodsonline.com","admin@brandedgoodsonline.com","e17118c1-bb26-4720-9725-6c8448c804f7",False,"13733",True,True,"47c86d5d58173b996db4e3209b42422f",NULL,"America/New_York","OWN_DELIVERY",NULL,NULL,"Pickup & delivery available | For deliveries outside the radius, please give us a call. ","mrmssandwichshop",NULL,NULL,"DIRECT",NULL,"ORDERING",NULL,"[ ""SUBSCRIPTIONS"", ""POP_UP"", ""EXCLUSIVES"", ""PRIVATE_CHEF"", ""OFFICE"", ""WHOLESALE"", ""MEAL_PREP"", ""EVENT"", ""HOLIDAY"" ]",NULL,NULL,0,NULL,True,"{
  ""stateSalesTax"" : {
    ""percent"" : 7,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",NULL,NULL,"exact",False,False
4261,"Parm Famous Italian - Brooklyn","ACCEPTED","5134",21,"2025-07-11 14:29:48.143+00","2025-10-15 15:10:33.749+00","john.janeczko@majorfood.com","john.janeczko@majorfood.com","3e07a8c8-d690-4f8a-97ce-afa7f6a06de7",True,"13862",False,True,"4dc0944470bfecfc4c0a35d409856b8",NULL,"America/New_York","OWN_DELIVERY",NULL,"Enter into Nimbus Kitchen and ask for Parm",NULL,"parmbrooklyn",NULL,NULL,"DIRECT",NULL,"ORDERING","[ ""DELIVERY"", ""PICKUP"" ]","[ ""MEAL_PREP"", ""OFFICE"", ""EXCLUSIVES"", ""POP_UP"", ""EVENT"", ""SUBSCRIPTIONS"", ""PRIVATE_CHEF"", ""WHOLESALE"", ""HOLIDAY"" ]",NULL,NULL,0,"107",True,"{
  ""stateSalesTax"" : {
    ""percent"" : 8.875,
    ""fixedAmount"" : null
  },
  ""localSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null
  },
  ""otherSalesTax"" : {
    ""percent"" : null,
    ""fixedAmount"" : null,
    ""types"" : [ ""PICKUP"", ""DELIVERY"" ]
  }
}",10,3,"exact",False,False
